ID_ORDER,DTE_ORDER,ID_CUSTOMER,ID_PART,QTY_ORDERED,AMT_TOTAL,REF_PAYMENT_METHOD,DTE_DELIVERY_EST,DES_ORDER_NOTE
ORD0896,2024-10-09,C0415,P0170,18,110.56,CARD,2025-07-15,Effort cultural account wall.
ORD0897,2025-02-01,C0043,P0200,null,601.51,CARD,2025-07-14,
ORD0898,2024-12-31,,P0191,4,804.98,TRANSFER,,
ORD0899,2024-12-20,C0443,P0206,8,184.76,TRANSFER,2025-07-10,
ORD0900,2025-02-11,C0304,INVALID,null,1325.74,CASH,2025-07-16,Include attention now.
ORD0901,2025-05-23,C0073,P0127,-5,1107.48,CARD,2025-07-14,Room how produce thank whole.
ORD0902,2025-05-09,C0430,P0133,11,1474.37,CASH,,Hot fear glass small cell those.
ORD0903,2024-07-31,C0371,P0217,-5,563.83,CRYPTO,2025-07-05,South stock too east play.
ORD0904,2024-11-29,C0390,P0159,17,810.95,CARD,2025-07-02,Whether challenge offer car house health.
ORD0905,2024-08-13,C0393,P0140,X,ERROR,,2025-06-28,
ORD0906,2025-01-05,C0211,P0006,X,75.0,,2025-06-26,
ORD0907,2024-11-07,C0173,P0212,X,712.55,TRANSFER,2025-06-25,
ORD0908,2025-05-23,C0019,P0098,-5,ERROR,CARD,2025-07-20,Me make nation product seat.
ORD0909,2025-05-08,C0290,P0250,X,573.47,CARD,2025-07-13,
ORD0910,2024-10-04,C0447,P0006,1,,,,Dog friend tree business.
ORD0911,2024-09-11,,P0203,null,ERROR,TRANSFER,,Language operation executive machine officer.
ORD0912,2024-10-28,C0387,INVALID,X,768.79,,2025-07-04,
ORD0913,2025-03-23,C0251,P0066,null,1226.63,CARD,2025-07-10,Citizen partner sister example second scene we share.
ORD0914,2024-07-24,C0161,P0115,X,252.2,CASH,,Yourself threat same up again.
ORD0915,2024-10-12,C0121,INVALID,X,841.73,TRANSFER,2025-06-26,Describe with best.
ORD0916,2025-02-06,C0363,P0082,-5,697.72,,2025-07-16,Herself appear option prevent analysis national style kid.
ORD0917,2024-06-29,C0285,P0251,-5,870.0,,2025-07-09,Door base rest.
ORD0918,2025-05-09,C0376,INVALID,null,1395.67,CASH,,Training east spring TV role air.
ORD0919,2025-02-14,,P0086,-5,954.91,,,Network imagine focus.
ORD0920,BAD_DATE,C0359,P0132,19,885.32,TRANSFER,2025-07-05,Add federal mention accept.
ORD0921,BAD_DATE,,P0204,-5,181.28,TRANSFER,2025-06-28,Culture eight several after.
ORD0922,2025-01-26,C0007,P0147,-5,137.21,CASH,2025-07-19,
ORD0923,BAD_DATE,C0384,P0292,X,173.18,TRANSFER,2025-06-27,Book voice defense.
ORD0924,BAD_DATE,C0102,P0062,null,744.06,,2025-07-10,
ORD0925,2025-03-04,C0498,P0104,2,375.93,TRANSFER,2025-06-29,Seven plan past doctor response.
ORD0926,2024-09-21,C0454,P0285,null,1012.92,CASH,2025-07-13,
ORD0927,2025-04-21,C0088,P0103,X,832.05,CARD,2025-07-13,
ORD0928,2025-03-27,C0269,P0019,X,1085.68,TRANSFER,,Bad between big former rate.
ORD0929,2024-09-19,C0384,P0056,-5,1169.65,CRYPTO,2025-07-16,
ORD0930,2024-12-09,C0215,P0020,X,1197.81,CARD,2025-07-03,Full bag program always employee class pressure pattern.
ORD0931,2024-12-27,C0152,P0095,15,1006.69,CARD,,
ORD0932,2024-08-04,C0151,INVALID,5,442.81,CARD,2025-07-09,
ORD0933,2025-05-04,C0451,P0035,20,,CRYPTO,,Owner car drug themselves turn early.
ORD0934,2024-09-09,C0268,P0190,null,428.14,CRYPTO,,
ORD0935,2025-05-04,C0456,P0074,-5,578.68,,2025-06-28,
ORD0936,2024-12-23,C0333,P0022,X,400.92,,2025-07-19,Region rule minute mission trouble together value.
ORD0937,2025-01-31,C0149,P0258,4,43.3,CARD,,Sell food believe stuff amount parent.
ORD0938,2024-08-29,C0105,P0097,null,472.03,CARD,2025-06-26,
ORD0939,2024-08-03,C0488,P0163,-5,ERROR,CRYPTO,,
ORD0940,2024-07-14,C0266,INVALID,10,510.34,,,
ORD0941,2024-06-26,C0242,INVALID,4,243.91,CRYPTO,,
ORD0942,2025-03-22,C0480,P0129,null,872.1,,2025-07-13,Wait report over writer myself power challenge.
ORD0943,2024-07-19,C0383,P0180,-5,947.32,CARD,2025-07-23,
ORD0944,2025-05-31,C0437,P0029,X,822.33,CARD,2025-07-11,Continue area through any theory we national.
ORD0945,2025-06-13,C0085,P0079,-5,ERROR,,,
ORD0946,2024-11-01,C0425,P0259,X,603.2,CRYPTO,2025-07-08,
ORD0947,2024-10-12,C0163,INVALID,-5,345.79,CRYPTO,2025-07-18,Just film mind down fear story member.
ORD0948,2024-11-28,C0077,P0100,X,,CRYPTO,2025-06-29,People try give story.
ORD0949,2025-04-06,C0003,P0225,14,,TRANSFER,2025-06-30,Friend green friend care study deep thing.
ORD0950,2025-01-10,C0097,INVALID,X,231.25,CARD,2025-07-16,According home build floor.
ORD0951,2024-12-10,C0049,P0126,null,793.18,CASH,2025-07-06,Walk strategy network line since.
ORD0952,2024-10-04,C0170,P0148,null,106.88,CRYPTO,2025-07-14,Do religious low others argue weight computer.
ORD0953,2025-01-28,,P0074,17,ERROR,,2025-07-23,Ago order rule loss number hotel.
ORD0954,2024-10-05,C0305,P0163,12,ERROR,TRANSFER,2025-07-16,Myself from loss cause themselves loss.
ORD0955,2025-03-07,C0180,INVALID,X,1245.4,CASH,2025-07-15,Would build before worker Mrs.
ORD0956,2024-07-15,C0453,P0210,X,1136.25,CASH,2025-07-02,No article song can.
ORD0957,BAD_DATE,C0322,P0009,null,539.83,CASH,2025-07-11,Hospital join southern trouble important seem.
ORD0958,2024-12-08,,P0087,null,901.54,,,
ORD0959,BAD_DATE,C0146,P0165,19,1497.88,TRANSFER,2025-07-21,Challenge sister group even turn.
ORD0960,BAD_DATE,C0445,P0074,8,1073.53,TRANSFER,2025-07-15,Despite stand same.
ORD0961,2024-08-04,C0374,P0120,X,ERROR,,,Industry policy their low bar collection good.
ORD0962,2024-07-21,C0320,INVALID,18,614.41,TRANSFER,2025-07-17,Movie couple free whole practice Mrs.
ORD0963,2025-03-24,C0479,INVALID,X,ERROR,CASH,2025-07-19,Pick scene girl into leg what.
ORD0964,2025-04-01,C0278,INVALID,X,70.47,CARD,2025-07-05,Identify box population improve put.
ORD0965,2024-11-29,C0104,P0291,-5,836.66,CARD,2025-07-19,New none southern get.
ORD0966,2024-07-25,,P0115,X,,CRYPTO,2025-07-05,Teacher his chair public him player.
ORD0967,2024-12-11,C0375,P0019,14,1052.0,CRYPTO,2025-06-24,They heavy movement city open.
ORD0968,2025-01-08,C0092,P0038,X,543.67,CRYPTO,2025-07-10,
ORD0969,2024-07-12,C0053,INVALID,null,1126.96,CRYPTO,2025-07-14,Easy own leg respond himself so.
ORD0970,2024-10-19,C0268,P0244,3,396.96,CASH,2025-07-11,Its interview resource fill.
ORD0971,2025-06-14,C0393,P0198,19,646.23,TRANSFER,2025-07-14,Position main politics leg develop development letter attack.
ORD0972,2024-08-03,C0295,P0199,-5,1310.2,TRANSFER,,Later their court later threat.
ORD0973,BAD_DATE,C0304,P0122,-5,414.03,CARD,,Visit suffer future.
ORD0974,2025-03-07,C0495,P0129,-5,627.5,CASH,2025-06-24,
ORD0975,2025-01-13,C0447,P0233,18,707.72,CASH,,
ORD0976,2024-12-07,C0466,P0079,null,1345.38,TRANSFER,2025-06-24,
ORD0977,2025-03-19,C0087,P0185,null,102.67,CARD,2025-07-13,Share until natural never light.
ORD0978,2024-09-23,,P0147,X,1051.79,CARD,2025-07-22,Watch air rise same small say born.
ORD0979,2024-11-16,C0111,P0090,null,861.99,CRYPTO,2025-07-15,Fall skin culture population with hundred.
ORD0980,2025-06-04,,P0199,19,67.54,CASH,2025-06-25,Child offer son including tax.
ORD0981,2025-03-07,C0076,P0083,-5,1361.79,CRYPTO,,
ORD0982,2025-04-02,C0244,P0011,null,,TRANSFER,2025-07-17,
ORD0983,2025-05-30,C0166,P0154,null,828.97,TRANSFER,2025-07-14,Article spend spring establish want beat.
ORD0984,2025-01-30,,P0236,14,ERROR,CASH,2025-06-29,Arrive read wish hope we government.
ORD0985,2025-06-21,C0071,P0278,X,623.48,CRYPTO,,
ORD0986,2025-05-30,C0226,P0206,null,161.36,CASH,,Build national agreement lawyer conference girl.
ORD0987,2024-07-19,C0242,P0181,null,493.04,TRANSFER,2025-07-01,Whole rock current trip everything fire service real.
ORD0988,2024-09-03,C0257,P0208,-5,594.81,CARD,2025-07-19,
ORD0989,2025-01-14,C0124,P0214,-5,401.21,CRYPTO,2025-07-06,Left technology small possible.
ORD0990,2024-11-17,C0194,P0232,X,996.44,,2025-07-20,House field size above nearly stage television college.
ORD0991,2025-01-13,C0362,P0199,null,1373.13,TRANSFER,2025-07-12,Lay wonder serious serious career five.
ORD0992,2024-12-03,C0160,P0173,-5,874.75,CASH,2025-06-27,Exist nothing human side.
ORD0993,BAD_DATE,C0163,P0205,X,826.58,,2025-07-04,After manager experience region.
ORD0994,BAD_DATE,C0453,P0272,null,762.55,CARD,2025-07-19,
ORD0995,BAD_DATE,C0110,P0112,20,1034.59,CASH,2025-07-19,Spend herself drop hear perhaps continue eat Democrat.
ORD0996,2024-11-12,C0485,P0292,X,494.35,,2025-07-16,Man we budget husband must eat.
ORD0997,2025-02-01,C0143,P0187,-5,1468.45,CASH,2025-06-25,Join entire responsibility style require law.
ORD0998,2024-10-01,C0431,P0281,1,78.7,CASH,2025-07-06,Without line process worker.
ORD0999,2025-03-02,C0227,P0210,null,ERROR,CASH,2025-07-19,Television the win fire already focus forget he.
ORD1000,2025-03-20,C0404,P0158,null,1020.89,TRANSFER,2025-07-15,
